"i","j","x","alpha","lambda","dev.ratio","AIC"
1,44,-11.2711355792127,0.5,254.160301716591,0,4623.99243579418
1,45,-10.8406661999919,0.5,91.2090448274011,0.16946261996666,2935.53064729142
325,45,-23.7886306556445,0.5,91.2090448274011,0.16946261996666,2935.53064729142
326,45,-35.1968405970856,0.5,91.2090448274011,0.16946261996666,2935.53064729142
327,45,-80.3173026638421,0.5,91.2090448274011,0.16946261996666,2935.53064729142
333,45,-69.1725813374723,0.5,91.2090448274011,0.16946261996666,2935.53064729142
335,45,-4.05729362512477,0.5,91.2090448274011,0.16946261996666,2935.53064729142
339,45,-79.063067750101,0.5,91.2090448274011,0.16946261996666,2935.53064729142
346,45,-140.80334780729,0.5,91.2090448274011,0.16946261996666,2935.53064729142
1,46,-10.8486563706039,0.8,91.2578757681067,0.287346140981895,2970.29882781127
326,46,-0.138488709266726,0.8,91.2578757681067,0.287346140981895,2970.29882781127
327,46,-181.255104665102,0.8,91.2578757681067,0.287346140981895,2970.29882781127
333,46,-95.0778490126255,0.8,91.2578757681067,0.287346140981895,2970.29882781127
339,46,-24.8739614910563,0.8,91.2578757681067,0.287346140981895,2970.29882781127
346,46,-265.961194687207,0.8,91.2578757681067,0.287346140981895,2970.29882781127
1,47,-10.9296228805936,0.9,40.5068321446403,0.222521734063991,1809.65710356828
327,47,-141.978014979908,0.9,40.5068321446403,0.222521734063991,1809.65710356828
333,47,-99.8099824878568,0.9,40.5068321446403,0.222521734063991,1809.65710356828
339,47,-114.923047913094,0.9,40.5068321446403,0.222521734063991,1809.65710356828
346,47,-100.74742205078,0.9,40.5068321446403,0.222521734063991,1809.65710356828
1,48,-11.0284145353851,0.5,87.6365607916073,0,1394.29462785257
1,49,-11.322394920305,0.5,97.6425977115695,2.0480519510695e-15,1830.3991048799
1,50,-11.0136205697343,1,35.5200511984486,0.209521146466352,1875.31361215536
339,50,-516.989178305391,1,35.5200511984486,0.209521146466352,1875.31361215536
1,51,-13.5565254184677,0.9,0.660304991519775,0.790699806731649,417.436798616258
10,51,-129.481551205831,0.9,0.660304991519775,0.790699806731649,417.436798616258
17,51,-120.092824246987,0.9,0.660304991519775,0.790699806731649,417.436798616258
58,51,-213.691050939742,0.9,0.660304991519775,0.790699806731649,417.436798616258
87,51,1134.52735724399,0.9,0.660304991519775,0.790699806731649,417.436798616258
89,51,824.563203666943,0.9,0.660304991519775,0.790699806731649,417.436798616258
140,51,425.808289454608,0.9,0.660304991519775,0.790699806731649,417.436798616258
152,51,1513.47825589144,0.9,0.660304991519775,0.790699806731649,417.436798616258
189,51,3432.61284315647,0.9,0.660304991519775,0.790699806731649,417.436798616258
200,51,-1510.36185661266,0.9,0.660304991519775,0.790699806731649,417.436798616258
215,51,1338.24211709955,0.9,0.660304991519775,0.790699806731649,417.436798616258
330,51,-223.295140691403,0.9,0.660304991519775,0.790699806731649,417.436798616258
414,51,-253.599183316993,0.9,0.660304991519775,0.790699806731649,417.436798616258
415,51,-689.641455855155,0.9,0.660304991519775,0.790699806731649,417.436798616258
502,51,160.217776670882,0.9,0.660304991519775,0.790699806731649,417.436798616258
535,51,378.94242773248,0.9,0.660304991519775,0.790699806731649,417.436798616258
537,51,225.87709311007,0.9,0.660304991519775,0.790699806731649,417.436798616258
564,51,643.643474196931,0.9,0.660304991519775,0.790699806731649,417.436798616258
565,51,832.517582654391,0.9,0.660304991519775,0.790699806731649,417.436798616258
1,52,-11.3183573296212,0.5,263.226164052099,1.30522217156783e-15,8171.48676469498
1,53,-10.9815389971756,0.7,135.440912209255,0.662920036301749,3105.66522744517
18,53,121.602189594969,0.7,135.440912209255,0.662920036301749,3105.66522744517
21,53,96.1930932731322,0.7,135.440912209255,0.662920036301749,3105.66522744517
97,53,-133.917608626713,0.7,135.440912209255,0.662920036301749,3105.66522744517
147,53,-183.216535256876,0.7,135.440912209255,0.662920036301749,3105.66522744517
366,53,11.9189669345436,0.7,135.440912209255,0.662920036301749,3105.66522744517
402,53,-7.50088610094913,0.7,135.440912209255,0.662920036301749,3105.66522744517
419,53,127.709140807081,0.7,135.440912209255,0.662920036301749,3105.66522744517
526,53,-23.7123211300186,0.7,135.440912209255,0.662920036301749,3105.66522744517
1,54,-11.1458871604956,0.5,1154.10324550898,0,16823.9501816037
1,55,-14.9166667635126,0.9,1.41925800925791,0.9974632530576,213.909085692888
23,55,618.537563174223,0.9,1.41925800925791,0.9974632530576,213.909085692888
30,55,22.7347141252444,0.9,1.41925800925791,0.9974632530576,213.909085692888
46,55,101.696607403374,0.9,1.41925800925791,0.9974632530576,213.909085692888
62,55,-1739.80368644386,0.9,1.41925800925791,0.9974632530576,213.909085692888
66,55,65.2827628393604,0.9,1.41925800925791,0.9974632530576,213.909085692888
89,55,715.159132296853,0.9,1.41925800925791,0.9974632530576,213.909085692888
105,55,1747.85378688839,0.9,1.41925800925791,0.9974632530576,213.909085692888
113,55,161.783312196376,0.9,1.41925800925791,0.9974632530576,213.909085692888
115,55,345.15045863332,0.9,1.41925800925791,0.9974632530576,213.909085692888
132,55,43.6435001444128,0.9,1.41925800925791,0.9974632530576,213.909085692888
156,55,-3904.73507435322,0.9,1.41925800925791,0.9974632530576,213.909085692888
197,55,-7.54089939685891,0.9,1.41925800925791,0.9974632530576,213.909085692888
226,55,3210.44337060564,0.9,1.41925800925791,0.9974632530576,213.909085692888
244,55,-762.77174859556,0.9,1.41925800925791,0.9974632530576,213.909085692888
293,55,4582.25348359955,0.9,1.41925800925791,0.9974632530576,213.909085692888
306,55,34.4594963892736,0.9,1.41925800925791,0.9974632530576,213.909085692888
341,55,1055.0153945863,0.9,1.41925800925791,0.9974632530576,213.909085692888
383,55,-858.985636694173,0.9,1.41925800925791,0.9974632530576,213.909085692888
392,55,607.779526113872,0.9,1.41925800925791,0.9974632530576,213.909085692888
420,55,-506.409313328423,0.9,1.41925800925791,0.9974632530576,213.909085692888
429,55,-3611.75492359112,0.9,1.41925800925791,0.9974632530576,213.909085692888
430,55,3845.34848229734,0.9,1.41925800925791,0.9974632530576,213.909085692888
439,55,617.699574340734,0.9,1.41925800925791,0.9974632530576,213.909085692888
468,55,-115.323878819841,0.9,1.41925800925791,0.9974632530576,213.909085692888
471,55,76.449212247931,0.9,1.41925800925791,0.9974632530576,213.909085692888
490,55,417.060559027361,0.9,1.41925800925791,0.9974632530576,213.909085692888
497,55,7898.44407109114,0.9,1.41925800925791,0.9974632530576,213.909085692888
501,55,11.4945394672317,0.9,1.41925800925791,0.9974632530576,213.909085692888
504,55,-235.048491005275,0.9,1.41925800925791,0.9974632530576,213.909085692888
508,55,-442.085403351224,0.9,1.41925800925791,0.9974632530576,213.909085692888
578,55,1709.00916492196,0.9,1.41925800925791,0.9974632530576,213.909085692888
609,55,-2454.61751829445,0.9,1.41925800925791,0.9974632530576,213.909085692888
628,55,-117.111682794526,0.9,1.41925800925791,0.9974632530576,213.909085692888
1,56,-11.1834771028334,0.5,117.652298038857,0.266046803587424,1850.14389510117
198,56,-22.2696960396792,0.5,117.652298038857,0.266046803587424,1850.14389510117
322,56,-14.8353568449935,0.5,117.652298038857,0.266046803587424,1850.14389510117
326,56,-23.6172781083208,0.5,117.652298038857,0.266046803587424,1850.14389510117
327,56,-27.6289680414387,0.5,117.652298038857,0.266046803587424,1850.14389510117
333,56,-50.1288673267375,0.5,117.652298038857,0.266046803587424,1850.14389510117
335,56,-31.5532324332788,0.5,117.652298038857,0.266046803587424,1850.14389510117
338,56,-26.5400169950553,0.5,117.652298038857,0.266046803587424,1850.14389510117
339,56,-64.5070159750713,0.5,117.652298038857,0.266046803587424,1850.14389510117
346,56,-55.9283091346526,0.5,117.652298038857,0.266046803587424,1850.14389510117
349,56,-55.1330307022785,0.5,117.652298038857,0.266046803587424,1850.14389510117
353,56,-22.5032238382108,0.5,117.652298038857,0.266046803587424,1850.14389510117
1,57,-11.2807514849188,0.5,2003.97317780613,4.89962586441046e-15,34362.8659864904
1,58,-11.2396336912619,0.5,1609.1883296909,0.0764640676606728,29668.3433604913
198,58,-29.4787818900537,0.5,1609.1883296909,0.0764640676606728,29668.3433604913
333,58,-0.31371474840415,0.5,1609.1883296909,0.0764640676606728,29668.3433604913
335,58,-65.3717670142756,0.5,1609.1883296909,0.0764640676606728,29668.3433604913
339,58,-28.3852252344733,0.5,1609.1883296909,0.0764640676606728,29668.3433604913
1,59,-11.3658173916488,1,599.80361093094,0.0667103375702225,19970.0811325966
335,59,-98.710561918681,1,599.80361093094,0.0667103375702225,19970.0811325966
1,60,-11.0858605080938,0.5,1862.96035260071,3.47817971697299e-15,48330.2155681745
1,61,-10.9061782677605,0.5,3056.1042666055,-2.13113872323302e-15,39442.3516623614
1,62,-11.0033268015462,1,130.788216744269,0.534909562469424,4211.85847659243
339,62,-737.49136983591,1,130.788216744269,0.534909562469424,4211.85847659243
1,63,-11.0850526810945,0.5,1630.04118975299,2.53259968816064e-15,49747.6661001367
1,64,-11.1482213158065,0.5,408.199021002524,2.39750714296921e-15,8906.95967480831
1,65,-11.1181571686552,0.8,7.52267713780662,0.998615214930267,251.490964804499
23,65,84.6374318294018,0.8,7.52267713780662,0.998615214930267,251.490964804499
29,65,-670.496255064514,0.8,7.52267713780662,0.998615214930267,251.490964804499
30,65,647.105490305785,0.8,7.52267713780662,0.998615214930267,251.490964804499
37,65,169.749484201839,0.8,7.52267713780662,0.998615214930267,251.490964804499
62,65,22.9565299606768,0.8,7.52267713780662,0.998615214930267,251.490964804499
67,65,4.72860328184972,0.8,7.52267713780662,0.998615214930267,251.490964804499
72,65,-81.0964854769212,0.8,7.52267713780662,0.998615214930267,251.490964804499
82,65,208.983188333845,0.8,7.52267713780662,0.998615214930267,251.490964804499
87,65,257.309528194466,0.8,7.52267713780662,0.998615214930267,251.490964804499
89,65,59.9748751981213,0.8,7.52267713780662,0.998615214930267,251.490964804499
136,65,13.6798897971037,0.8,7.52267713780662,0.998615214930267,251.490964804499
153,65,-969.016329974689,0.8,7.52267713780662,0.998615214930267,251.490964804499
156,65,-1463.41985788356,0.8,7.52267713780662,0.998615214930267,251.490964804499
157,65,-513.04961682128,0.8,7.52267713780662,0.998615214930267,251.490964804499
215,65,-44.080529980018,0.8,7.52267713780662,0.998615214930267,251.490964804499
276,65,-79.2963151806972,0.8,7.52267713780662,0.998615214930267,251.490964804499
292,65,-6.63120615293322,0.8,7.52267713780662,0.998615214930267,251.490964804499
417,65,-128.79188897344,0.8,7.52267713780662,0.998615214930267,251.490964804499
426,65,-121.579362274947,0.8,7.52267713780662,0.998615214930267,251.490964804499
429,65,-504.872051556973,0.8,7.52267713780662,0.998615214930267,251.490964804499
434,65,-1854.73220388727,0.8,7.52267713780662,0.998615214930267,251.490964804499
540,65,-2598.83525437784,0.8,7.52267713780662,0.998615214930267,251.490964804499
548,65,468.192236157324,0.8,7.52267713780662,0.998615214930267,251.490964804499
557,65,21.7019806631406,0.8,7.52267713780662,0.998615214930267,251.490964804499
585,65,20.0807811526448,0.8,7.52267713780662,0.998615214930267,251.490964804499
1,66,-11.2861564008747,0.5,609.711666730226,8.93801171941948e-16,11870.6951646522
1,67,-11.3113996940189,0.5,315.353706338401,-1.30586296406187e-15,8176.05459149909
1,68,-11.2745938325448,0.5,516.73728563854,-6.2708676445295e-15,10172.1752147315
1,69,-12.2012148644174,0.9,2.17875590462499,0.998600348937847,224.386581998875
30,69,598.702263979404,0.9,2.17875590462499,0.998600348937847,224.386581998875
37,69,661.468987427934,0.9,2.17875590462499,0.998600348937847,224.386581998875
38,69,198.537072108379,0.9,2.17875590462499,0.998600348937847,224.386581998875
41,69,272.065072579314,0.9,2.17875590462499,0.998600348937847,224.386581998875
54,69,150.618006737645,0.9,2.17875590462499,0.998600348937847,224.386581998875
67,69,0.864433979788846,0.9,2.17875590462499,0.998600348937847,224.386581998875
76,69,-235.445948454984,0.9,2.17875590462499,0.998600348937847,224.386581998875
82,69,146.782650647044,0.9,2.17875590462499,0.998600348937847,224.386581998875
87,69,559.615567529964,0.9,2.17875590462499,0.998600348937847,224.386581998875
112,69,104.83855012565,0.9,2.17875590462499,0.998600348937847,224.386581998875
136,69,3.42462675388079,0.9,2.17875590462499,0.998600348937847,224.386581998875
155,69,546.942565670442,0.9,2.17875590462499,0.998600348937847,224.386581998875
156,69,-1079.28214850648,0.9,2.17875590462499,0.998600348937847,224.386581998875
157,69,-373.116831477168,0.9,2.17875590462499,0.998600348937847,224.386581998875
174,69,-0.0925200322530637,0.9,2.17875590462499,0.998600348937847,224.386581998875
175,69,93.0407593705353,0.9,2.17875590462499,0.998600348937847,224.386581998875
191,69,-109.896378445721,0.9,2.17875590462499,0.998600348937847,224.386581998875
195,69,218.135912269402,0.9,2.17875590462499,0.998600348937847,224.386581998875
247,69,-134.725879057378,0.9,2.17875590462499,0.998600348937847,224.386581998875
278,69,198.395112567659,0.9,2.17875590462499,0.998600348937847,224.386581998875
279,69,-2.05300144645408,0.9,2.17875590462499,0.998600348937847,224.386581998875
296,69,286.877429638821,0.9,2.17875590462499,0.998600348937847,224.386581998875
380,69,-29.6050748780833,0.9,2.17875590462499,0.998600348937847,224.386581998875
411,69,-79.5701706973166,0.9,2.17875590462499,0.998600348937847,224.386581998875
488,69,-141.00573433834,0.9,2.17875590462499,0.998600348937847,224.386581998875
526,69,-277.399513880966,0.9,2.17875590462499,0.998600348937847,224.386581998875
536,69,-1214.81085060532,0.9,2.17875590462499,0.998600348937847,224.386581998875
548,69,540.193775447488,0.9,2.17875590462499,0.998600348937847,224.386581998875
585,69,19.9243907579348,0.9,2.17875590462499,0.998600348937847,224.386581998875
1,70,-11.0456411772622,1,1411.33404472072,0.231535132998684,38170.1756506485
417,70,-227.544083181136,1,1411.33404472072,0.231535132998684,38170.1756506485
1,71,-11.047151974035,0.5,1228.29621426856,0.136583816168934,24958.2066003876
178,71,-9.24562981920731,0.5,1228.29621426856,0.136583816168934,24958.2066003876
198,71,-45.7936374539799,0.5,1228.29621426856,0.136583816168934,24958.2066003876
231,71,-35.8821507422774,0.5,1228.29621426856,0.136583816168934,24958.2066003876
315,71,-4.05359658978977,0.5,1228.29621426856,0.136583816168934,24958.2066003876
320,71,-8.53574649535565,0.5,1228.29621426856,0.136583816168934,24958.2066003876
323,71,-1.9437039764127,0.5,1228.29621426856,0.136583816168934,24958.2066003876
335,71,-77.1093169224571,0.5,1228.29621426856,0.136583816168934,24958.2066003876
339,71,-16.3799212834655,0.5,1228.29621426856,0.136583816168934,24958.2066003876
1,72,-11.2081573963316,0.5,163.027563418016,0,5686.74649054296
1,73,-11.0506554032378,0.5,288.763082462486,0,5995.95622654031
1,74,-11.3079083574609,0.5,179.807669185565,-4.05565819527598e-15,4011.26578585874
1,75,-11.2389029834739,0.5,189.81280378076,-1.18304672660746e-15,4559.5398817884
1,76,-11.2514603138768,0.5,355.981108442598,3.79237128969026e-15,12575.7512147072
1,77,-11.4064337971926,0.5,712.373309618759,-6.70140684345968e-15,18889.5223086674
1,78,-11.0163106117528,1,524.10868876766,0.110003320724773,23271.2948908197
231,78,-99.9868974096981,1,524.10868876766,0.110003320724773,23271.2948908197
320,78,-5.06873478671113,1,524.10868876766,0.110003320724773,23271.2948908197
335,78,-12.9893438667701,1,524.10868876766,0.110003320724773,23271.2948908197
1,79,-10.9827135631201,0.5,466.096652932928,-2.601169336555e-15,14237.5831271809
1,80,-11.1315049452685,0.5,93.7130345940274,0.23098808985216,1448.32202622426
198,80,-83.4667511559683,0.5,93.7130345940274,0.23098808985216,1448.32202622426
333,80,-43.9710494800929,0.5,93.7130345940274,0.23098808985216,1448.32202622426
335,80,-79.0577655043191,0.5,93.7130345940274,0.23098808985216,1448.32202622426
339,80,-84.5312308132612,0.5,93.7130345940274,0.23098808985216,1448.32202622426
1,81,-11.2284874728761,0.5,195.233509881981,5.86473916502887e-15,5508.46911606175
1,82,-11.1489705599423,0.5,72.0850807115208,0.218351000559656,1209.11132523411
198,82,-78.558571558071,0.5,72.0850807115208,0.218351000559656,1209.11132523411
333,82,-42.1897763770482,0.5,72.0850807115208,0.218351000559656,1209.11132523411
335,82,-86.0640761838651,0.5,72.0850807115208,0.218351000559656,1209.11132523411
339,82,-81.5355660576357,0.5,72.0850807115208,0.218351000559656,1209.11132523411
1,83,-11.1136351829359,0.5,208.745829212257,0.0159966933021283,4910.80837248932
320,83,-11.0529341243932,0.5,208.745829212257,0.0159966933021283,4910.80837248932
323,83,-6.78212089653117,0.5,208.745829212257,0.0159966933021283,4910.80837248932
1,84,-11.180539719984,0.5,249.005043328413,-6.17367093986103e-15,5218.39165051329
1,85,-11.1467262641692,0.5,293.000824823843,-1.16010088879164e-15,6907.13901886696
1,86,-11.3557109380912,0.5,84.5129979595392,-1.03563375984081e-15,2641.39477914247
1,87,-11.1665992770513,0.5,234.279426630367,-3.82375247172425e-15,5254.72684137545
1,88,-11.0226770581974,0.5,86.0963100380032,-7.2870667891057e-15,1930.86169070347
1,89,-11.1895411200681,0.5,259.725513164502,0,4654.89842723351
1,90,-11.2139607197597,0.5,218.26307309917,-1.58181484564798e-15,5101.16669760928
1,91,-11.1165114153348,1,72.3842369060031,0.0485903083751637,5270.97139896905
320,91,-78.8609537172453,1,72.3842369060031,0.0485903083751637,5270.97139896905
1,92,-11.2978723579522,0.5,4701.8893660405,1.95258765602786e-15,128721.751297643
1,93,-10.8502761156503,0.9,47.6358408351136,0.70744109851108,2009.40634969847
136,93,11.3276175144166,0.9,47.6358408351136,0.70744109851108,2009.40634969847
154,93,-1642.57814247448,0.9,47.6358408351136,0.70744109851108,2009.40634969847
375,93,-219.428100397708,0.9,47.6358408351136,0.70744109851108,2009.40634969847
434,93,-407.452312945604,0.9,47.6358408351136,0.70744109851108,2009.40634969847
