"i","j","x","alpha","lambda","dev.ratio","AIC"
1,22,-13.1726907657503,0.9,0.407240304862148,0.998648722134187,166.235255527117
10,22,-154.429890764112,0.9,0.407240304862148,0.998648722134187,166.235255527117
29,22,-8876.96557145339,0.9,0.407240304862148,0.998648722134187,166.235255527117
62,22,4890.4755657457,0.9,0.407240304862148,0.998648722134187,166.235255527117
72,22,-189.208433937144,0.9,0.407240304862148,0.998648722134187,166.235255527117
82,22,386.548584569908,0.9,0.407240304862148,0.998648722134187,166.235255527117
121,22,67.3727348762916,0.9,0.407240304862148,0.998648722134187,166.235255527117
124,22,-21.7426381829042,0.9,0.407240304862148,0.998648722134187,166.235255527117
127,22,-395.905646678343,0.9,0.407240304862148,0.998648722134187,166.235255527117
129,22,-5359.82279942919,0.9,0.407240304862148,0.998648722134187,166.235255527117
134,22,2497.58224239245,0.9,0.407240304862148,0.998648722134187,166.235255527117
169,22,-133.148646018404,0.9,0.407240304862148,0.998648722134187,166.235255527117
177,22,557.191727135805,0.9,0.407240304862148,0.998648722134187,166.235255527117
181,22,-2026.28325948858,0.9,0.407240304862148,0.998648722134187,166.235255527117
189,22,7764.67743791194,0.9,0.407240304862148,0.998648722134187,166.235255527117
224,22,952.617854432656,0.9,0.407240304862148,0.998648722134187,166.235255527117
345,22,-316.369251125577,0.9,0.407240304862148,0.998648722134187,166.235255527117
395,22,7018.654273296,0.9,0.407240304862148,0.998648722134187,166.235255527117
398,22,-185.831932118047,0.9,0.407240304862148,0.998648722134187,166.235255527117
402,22,-345.132824004268,0.9,0.407240304862148,0.998648722134187,166.235255527117
503,22,-3760.86018317544,0.9,0.407240304862148,0.998648722134187,166.235255527117
505,22,1478.04441416124,0.9,0.407240304862148,0.998648722134187,166.235255527117
512,22,0.471126568507897,0.9,0.407240304862148,0.998648722134187,166.235255527117
513,22,276.026807851319,0.9,0.407240304862148,0.998648722134187,166.235255527117
541,22,8530.34671183814,0.9,0.407240304862148,0.998648722134187,166.235255527117
557,22,1390.19908681148,0.9,0.407240304862148,0.998648722134187,166.235255527117
564,22,806.064229273288,0.9,0.407240304862148,0.998648722134187,166.235255527117
565,22,5009.40204973162,0.9,0.407240304862148,0.998648722134187,166.235255527117
570,22,-3119.04882770315,0.9,0.407240304862148,0.998648722134187,166.235255527117
574,22,3643.43260728038,0.9,0.407240304862148,0.998648722134187,166.235255527117
585,22,256.648296951175,0.9,0.407240304862148,0.998648722134187,166.235255527117
588,22,-2253.44480265869,0.9,0.407240304862148,0.998648722134187,166.235255527117
597,22,1319.51799889531,0.9,0.407240304862148,0.998648722134187,166.235255527117
606,22,78.1044113398329,0.9,0.407240304862148,0.998648722134187,166.235255527117
613,22,204.439770077991,0.9,0.407240304862148,0.998648722134187,166.235255527117
623,22,152.884747243723,0.9,0.407240304862148,0.998648722134187,166.235255527117
632,22,6.28500002944381,0.9,0.407240304862148,0.998648722134187,166.235255527117
1,23,-10.9432351895824,0.5,20.2833220090333,0.00592587425960931,3039.92446936191
632,23,-2.8141498187557,0.5,20.2833220090333,0.00592587425960931,3039.92446936191
1,24,-11.4170167503909,0.5,10.3680817519694,0.00206349459272172,1067.15057053548
632,24,1.54832854785761,0.5,10.3680817519694,0.00206349459272172,1067.15057053548
1,25,-11.6468053617106,0.5,22.2648884614718,0.0573534932714852,885.274202412503
632,25,4.66490891231496,0.5,22.2648884614718,0.0573534932714852,885.274202412503
1,26,-11.5637003600538,0.5,16.3092320573808,0.0304061300924501,945.622053173719
632,26,3.97210809059843,0.5,16.3092320573808,0.0304061300924501,945.622053173719
1,27,-11.9427453356842,0.5,15.8528005915051,0.0585871245705569,593.270200542796
632,27,4.54660870242664,0.5,15.8528005915051,0.0585871245705569,593.270200542796
1,28,-11.9021675288503,0.5,7.18935461638805,0.0400902948486051,1405.39339403738
632,28,7.64010087816477,0.5,7.18935461638805,0.0400902948486051,1405.39339403738
1,29,-11.9930811124454,1,45.575260507137,0.248058632938991,1600.61545491089
339,29,-103.310126512284,1,45.575260507137,0.248058632938991,1600.61545491089
632,29,6.35824800156145,1,45.575260507137,0.248058632938991,1600.61545491089
1,30,-11.5474183769102,0.6,36.5317161159537,0.245475198611138,907.154717217489
333,30,-65.1165353061024,0.6,36.5317161159537,0.245475198611138,907.154717217489
335,30,-47.205335173228,0.6,36.5317161159537,0.245475198611138,907.154717217489
339,30,-119.832675246434,0.6,36.5317161159537,0.245475198611138,907.154717217489
353,30,-73.3229442556491,0.6,36.5317161159537,0.245475198611138,907.154717217489
632,30,3.12973074034549,0.6,36.5317161159537,0.245475198611138,907.154717217489
1,31,-12.1296381617456,0.5,16.7717424581088,0.084176626591047,692.063145682265
632,31,6.64275242642884,0.5,16.7717424581088,0.084176626591047,692.063145682265
1,32,-11.1975296786212,1,179.090146037072,0.281591972577993,7372.02582300505
335,32,-183.46719718112,1,179.090146037072,0.281591972577993,7372.02582300505
450,32,-1448.75120183734,1,179.090146037072,0.281591972577993,7372.02582300505
632,32,2.03979912222742,1,179.090146037072,0.281591972577993,7372.02582300505
1,33,-12.05062033865,0.5,35.3336431985888,0.0514444184553157,1111.35436442035
632,33,5.72203344094907,0.5,35.3336431985888,0.0514444184553157,1111.35436442035
1,34,-10.9013915269375,1,9.30399601654315,0.106302228169511,2754.44265154177
29,34,-677.631518822987,1,9.30399601654315,0.106302228169511,2754.44265154177
92,34,90.3142531887424,1,9.30399601654315,0.106302228169511,2754.44265154177
120,34,94.6509964650355,1,9.30399601654315,0.106302228169511,2754.44265154177
296,34,261.255096108211,1,9.30399601654315,0.106302228169511,2754.44265154177
632,34,-4.01478329704675,1,9.30399601654315,0.106302228169511,2754.44265154177
1,35,-11.3341467265145,1,862.317309392407,0.25818617582969,29391.2581229236
29,35,-874.494100578213,1,862.317309392407,0.25818617582969,29391.2581229236
632,35,2.96747811444374,1,862.317309392407,0.25818617582969,29391.2581229236
1,36,-11.2339332676945,1,710.156931535448,0.279514556064175,24001.8775830365
29,36,-1030.49024746003,1,710.156931535448,0.279514556064175,24001.8775830365
632,36,2.44264368544471,1,710.156931535448,0.279514556064175,24001.8775830365
1,37,-11.4060177931778,0.5,3284.63438008834,0.0126090708079121,63747.7406817958
632,37,1.94894330005713,0.5,3284.63438008834,0.0126090708079121,63747.7406817958
1,38,-11.6873076685237,0.5,34.1697084409502,0.0688735021659251,919.481170295927
632,38,4.29634293264922,0.5,34.1697084409502,0.0688735021659251,919.481170295927
1,39,-12.1281286274866,0.5,361.939740777997,0.265112980519762,4510.17296944662
632,39,7.44409468560011,0.5,361.939740777997,0.265112980519762,4510.17296944662
1,40,-11.9017862022582,0.5,104.942941908363,0.272154626693055,3013.48700766737
327,40,-0.281817982962098,0.5,104.942941908363,0.272154626693055,3013.48700766737
333,40,-31.8961743147712,0.5,104.942941908363,0.272154626693055,3013.48700766737
339,40,-48.5010609620859,0.5,104.942941908363,0.272154626693055,3013.48700766737
346,40,-17.6064678047471,0.5,104.942941908363,0.272154626693055,3013.48700766737
356,40,-185.124840659637,0.5,104.942941908363,0.272154626693055,3013.48700766737
632,40,6.86730332909817,0.5,104.942941908363,0.272154626693055,3013.48700766737
1,41,-10.7771959226929,1,25.477379893298,0.603081170973251,708.352660733256
335,41,-309.210091777159,1,25.477379893298,0.603081170973251,708.352660733256
378,41,-1601.85144981359,1,25.477379893298,0.603081170973251,708.352660733256
388,41,-239.093258189316,1,25.477379893298,0.603081170973251,708.352660733256
632,41,0.439920360983148,1,25.477379893298,0.603081170973251,708.352660733256
1,42,-11.2527071972622,0.5,66.6478197264784,0.00938968945565783,1575.98128922359
632,42,1.24438708020554,0.5,66.6478197264784,0.00938968945565783,1575.98128922359
1,43,-10.5908466546608,0.5,267.702675817856,0.0525675638361905,5301.46646131149
632,43,-7.10765888486732,0.5,267.702675817856,0.0525675638361905,5301.46646131149
1,44,-10.5517928223994,0.5,256.547403969113,0.0809856343782801,4261.16063040183
632,44,-8.49352389569738,0.5,256.547403969113,0.0809856343782801,4261.16063040183
1,45,-11.9337392957916,0.5,82.632890231016,0.192328452524317,2846.37116145116
632,45,8.6448063059257,0.5,82.632890231016,0.192328452524317,2846.37116145116
1,46,-12.2656094806116,0.5,119.93193919609,0.281934616527763,2983.85074038826
632,46,10.9381730337031,0.5,119.93193919609,0.281934616527763,2983.85074038826
1,47,-12.1440839739744,0.5,60.9754448614011,0.210777070311326,1829.22572727873
632,47,9.50167215463334,0.5,60.9754448614011,0.210777070311326,1829.22572727873
1,48,-10.4886949197201,1,37.3563702108585,0.0815634058115507,1292.30674769122
155,48,-45.9982997466729,1,37.3563702108585,0.0815634058115507,1292.30674769122
632,48,-6.68978073506415,1,37.3563702108585,0.0815634058115507,1292.30674769122
1,49,-10.7145022922727,0.5,95.1898092240673,0.0460627126451775,1751.53621428659
632,49,-7.29632293625019,0.5,95.1898092240673,0.0460627126451775,1751.53621428659
1,50,-12.2607738054513,0.5,61.2504112574979,0.143816231110005,2023.447507151
632,50,8.56370336585544,0.5,61.2504112574979,0.143816231110005,2023.447507151
1,51,-13.3791995522729,1,0.585954032091107,0.825284964698049,368.19674739675
10,51,-307.240590924804,1,0.585954032091107,0.825284964698049,368.19674739675
17,51,-91.2992933576261,1,0.585954032091107,0.825284964698049,368.19674739675
87,51,967.986195728797,1,0.585954032091107,0.825284964698049,368.19674739675
89,51,917.401213457065,1,0.585954032091107,0.825284964698049,368.19674739675
94,51,0.111292663872399,1,0.585954032091107,0.825284964698049,368.19674739675
152,51,3101.42482529865,1,0.585954032091107,0.825284964698049,368.19674739675
181,51,-144.118521258814,1,0.585954032091107,0.825284964698049,368.19674739675
183,51,-526.592272413889,1,0.585954032091107,0.825284964698049,368.19674739675
189,51,3415.13361917196,1,0.585954032091107,0.825284964698049,368.19674739675
200,51,-1485.73640874273,1,0.585954032091107,0.825284964698049,368.19674739675
215,51,1438.58059890707,1,0.585954032091107,0.825284964698049,368.19674739675
217,51,-278.145232402672,1,0.585954032091107,0.825284964698049,368.19674739675
414,51,-426.893701164562,1,0.585954032091107,0.825284964698049,368.19674739675
502,51,230.824670613818,1,0.585954032091107,0.825284964698049,368.19674739675
537,51,41.8774549149395,1,0.585954032091107,0.825284964698049,368.19674739675
538,51,0.0944286830522734,1,0.585954032091107,0.825284964698049,368.19674739675
564,51,1055.10449237293,1,0.585954032091107,0.825284964698049,368.19674739675
565,51,2226.46852667397,1,0.585954032091107,0.825284964698049,368.19674739675
632,51,-1.36092486283661,1,0.585954032091107,0.825284964698049,368.19674739675
1,52,-11.2729976208949,0.5,277.167594787343,0.000652903546280253,8168.25482657441
632,52,-0.463724838550639,0.5,277.167594787343,0.000652903546280253,8168.25482657441
1,53,-10.5760987904041,0.8,223.274515030749,0.443377010318391,5004.56139786157
18,53,44.2109428973825,0.8,223.274515030749,0.443377010318391,5004.56139786157
21,53,55.8961064579017,0.8,223.274515030749,0.443377010318391,5004.56139786157
319,53,-5.60402395273396,0.8,223.274515030749,0.443377010318391,5004.56139786157
378,53,-69.806523773236,0.8,223.274515030749,0.443377010318391,5004.56139786157
632,53,-5.0670324327806,0.8,223.274515030749,0.443377010318391,5004.56139786157
1,54,-11.5151173751751,0.5,830.0701494485,0.0896440864715628,15331.5158056576
632,54,4.54713629573708,0.5,830.0701494485,0.0896440864715628,15331.5158056576
1,55,-11.0389939474077,0.5,54.367243364561,0.00114735147153627,12019.5906473011
632,55,-2.04012375624017,0.5,54.367243364561,0.00114735147153627,12019.5906473011
1,56,-11.4179948910932,0.5,91.9989828840657,0.305273762941094,1767.75828112612
193,56,-42.3942551540164,0.5,91.9989828840657,0.305273762941094,1767.75828112612
198,56,-34.3856736365159,0.5,91.9989828840657,0.305273762941094,1767.75828112612
202,56,-1.85448170307157,0.5,91.9989828840657,0.305273762941094,1767.75828112612
315,56,-26.8943775266737,0.5,91.9989828840657,0.305273762941094,1767.75828112612
322,56,-0.491124167541154,0.5,91.9989828840657,0.305273762941094,1767.75828112612
330,56,-3.53597544729361,0.5,91.9989828840657,0.305273762941094,1767.75828112612
333,56,-20.8725159959604,0.5,91.9989828840657,0.305273762941094,1767.75828112612
335,56,-38.722230546539,0.5,91.9989828840657,0.305273762941094,1767.75828112612
339,56,-52.6037899119867,0.5,91.9989828840657,0.305273762941094,1767.75828112612
340,56,-7.46560024527481,0.5,91.9989828840657,0.305273762941094,1767.75828112612
349,56,-25.5235060530242,0.5,91.9989828840657,0.305273762941094,1767.75828112612
350,56,-27.349615296615,0.5,91.9989828840657,0.305273762941094,1767.75828112612
354,56,-76.8566280461964,0.5,91.9989828840657,0.305273762941094,1767.75828112612
356,56,-22.967391489555,0.5,91.9989828840657,0.305273762941094,1767.75828112612
632,56,2.57815898358923,0.5,91.9989828840657,0.305273762941094,1767.75828112612
1,57,-11.6055681141778,0.5,1535.30965673054,0.0782328225884913,31692.8190813364
632,57,3.17305655037226,0.5,1535.30965673054,0.0782328225884913,31692.8190813364
1,58,-11.5951806103511,0.5,1585.3934859555,0.0615231166059088,30138.8705694429
632,58,2.92428372631096,0.5,1585.3934859555,0.0615231166059088,30138.8705694429
1,59,-11.8304915232317,1,391.018998575864,0.232180215568503,16472.2400712249
193,59,-69.8070533883296,1,391.018998575864,0.232180215568503,16472.2400712249
320,59,-2.21579194880232,1,391.018998575864,0.232180215568503,16472.2400712249
335,59,-33.2969210233502,1,391.018998575864,0.232180215568503,16472.2400712249
450,59,-69.3307684079885,1,391.018998575864,0.232180215568503,16472.2400712249
632,59,5.07784824685285,1,391.018998575864,0.232180215568503,16472.2400712249
1,60,-10.6409129152243,0.5,2231.54059333468,0.089695146323171,44016.6778079503
632,60,-4.41468978268227,0.5,2231.54059333468,0.089695146323171,44016.6778079503
1,61,-10.8609479465149,0.6,2319.63854632361,0.0421145637296723,37794.8349584002
473,61,-7.62135721000168,0.6,2319.63854632361,0.0421145637296723,37794.8349584002
487,61,-7.29467710032095,0.6,2319.63854632361,0.0421145637296723,37794.8349584002
632,61,-0.161422896900154,0.6,2319.63854632361,0.0421145637296723,37794.8349584002
1,62,-11.1465334809675,1,125.541582898041,0.540269428233585,4171.37183736229
330,62,-87.7876708226572,1,125.541582898041,0.540269428233585,4171.37183736229
339,62,-549.888287081822,1,125.541582898041,0.540269428233585,4171.37183736229
364,62,-65.5885850411021,1,125.541582898041,0.540269428233585,4171.37183736229
632,62,1.51180513018717,1,125.541582898041,0.540269428233585,4171.37183736229
1,63,-10.7546636089868,0.5,1494.69065705667,0.0348072959219873,48024.6903412961
632,63,-3.30527204802261,0.5,1494.69065705667,0.0348072959219873,48024.6903412961
1,64,-11.2340038196333,0.5,401.869322412523,0.00495063126837302,8865.76515202616
632,64,0.836585252245974,0.5,401.869322412523,0.00495063126837302,8865.76515202616
1,65,-10.902919569885,1,6.2945957166498,0.998487180843745,249.798579700517
10,65,-47.6488306469198,1,6.2945957166498,0.998487180843745,249.798579700517
29,65,-842.124066908623,1,6.2945957166498,0.998487180843745,249.798579700517
30,65,324.362709266019,1,6.2945957166498,0.998487180843745,249.798579700517
37,65,226.616014285127,1,6.2945957166498,0.998487180843745,249.798579700517
55,65,41.5495793202551,1,6.2945957166498,0.998487180843745,249.798579700517
67,65,2.8622437430964,1,6.2945957166498,0.998487180843745,249.798579700517
72,65,-84.8885939340268,1,6.2945957166498,0.998487180843745,249.798579700517
76,65,-8.80657636728389,1,6.2945957166498,0.998487180843745,249.798579700517
82,65,265.17852683698,1,6.2945957166498,0.998487180843745,249.798579700517
87,65,7.35349679119667,1,6.2945957166498,0.998487180843745,249.798579700517
129,65,-364.136161216794,1,6.2945957166498,0.998487180843745,249.798579700517
134,65,79.9974081411131,1,6.2945957166498,0.998487180843745,249.798579700517
136,65,0.429654080865964,1,6.2945957166498,0.998487180843745,249.798579700517
157,65,-1172.43736456646,1,6.2945957166498,0.998487180843745,249.798579700517
370,65,-132.379561618611,1,6.2945957166498,0.998487180843745,249.798579700517
411,65,-380.954304304229,1,6.2945957166498,0.998487180843745,249.798579700517
429,65,-364.685116440168,1,6.2945957166498,0.998487180843745,249.798579700517
434,65,-1925.66634887808,1,6.2945957166498,0.998487180843745,249.798579700517
540,65,-3301.08701338624,1,6.2945957166498,0.998487180843745,249.798579700517
548,65,948.849159213584,1,6.2945957166498,0.998487180843745,249.798579700517
579,65,-56.02668913996,1,6.2945957166498,0.998487180843745,249.798579700517
585,65,21.6947942002891,1,6.2945957166498,0.998487180843745,249.798579700517
632,65,2.08640110603145,1,6.2945957166498,0.998487180843745,249.798579700517
1,66,-11.2069727297188,0.5,602.285619744208,0.00182897317481849,11851.2926683917
632,66,-0.90922957509187,0.5,602.285619744208,0.00182897317481849,11851.2926683917
1,67,-11.6115197579777,0.5,314.884743205248,0.0380620681590532,7873.19996414425
632,67,3.23003942290303,0.5,314.884743205248,0.0380620681590532,7873.19996414425
1,68,-11.149788328922,0.5,508.210549637346,0.00431384847862491,10131.0047706239
632,68,-1.43403312196446,0.5,508.210549637346,0.00431384847862491,10131.0047706239
1,69,-12.4760294616254,1,2.49388749531898,0.998080681482071,215.803990431595
12,69,-17.909271402501,1,2.49388749531898,0.998080681482071,215.803990431595
30,69,364.223233824831,1,2.49388749531898,0.998080681482071,215.803990431595
37,69,870.110571848347,1,2.49388749531898,0.998080681482071,215.803990431595
54,69,366.91845819759,1,2.49388749531898,0.998080681482071,215.803990431595
76,69,-208.451062799444,1,2.49388749531898,0.998080681482071,215.803990431595
82,69,169.539106071899,1,2.49388749531898,0.998080681482071,215.803990431595
87,69,279.191920037053,1,2.49388749531898,0.998080681482071,215.803990431595
112,69,261.900246268625,1,2.49388749531898,0.998080681482071,215.803990431595
129,69,-80.8951475287786,1,2.49388749531898,0.998080681482071,215.803990431595
155,69,607.382869108774,1,2.49388749531898,0.998080681482071,215.803990431595
156,69,-717.656005564801,1,2.49388749531898,0.998080681482071,215.803990431595
175,69,575.433472667245,1,2.49388749531898,0.998080681482071,215.803990431595
212,69,169.439140464119,1,2.49388749531898,0.998080681482071,215.803990431595
221,69,7.07943148570136,1,2.49388749531898,0.998080681482071,215.803990431595
278,69,141.494726248484,1,2.49388749531898,0.998080681482071,215.803990431595
296,69,832.588553914825,1,2.49388749531898,0.998080681482071,215.803990431595
380,69,-214.115288868001,1,2.49388749531898,0.998080681482071,215.803990431595
488,69,-90.3049870102455,1,2.49388749531898,0.998080681482071,215.803990431595
526,69,-283.799174956165,1,2.49388749531898,0.998080681482071,215.803990431595
536,69,-390.633227637169,1,2.49388749531898,0.998080681482071,215.803990431595
548,69,778.010658969538,1,2.49388749531898,0.998080681482071,215.803990431595
585,69,10.4172017887417,1,2.49388749531898,0.998080681482071,215.803990431595
632,69,1.91760641956266,1,2.49388749531898,0.998080681482071,215.803990431595
1,70,-11.613742295817,0.6,2059.49907593101,0.223739461239754,38559.8310522889
148,70,-60.2501829090948,0.6,2059.49907593101,0.223739461239754,38559.8310522889
488,70,-40.0287782415998,0.6,2059.49907593101,0.223739461239754,38559.8310522889
632,70,3.69613802544904,0.6,2059.49907593101,0.223739461239754,38559.8310522889
