"i","j","x","alpha","lambda","dev.ratio","AIC"
148,141,-232.688247901422,0.9,24.0183704876106,0.447095521525623,812.205612655408
400,141,-4.93864157597651,0.9,24.0183704876106,0.447095521525623,812.205612655408
632,141,6.68274274806345,0.9,24.0183704876106,0.447095521525623,812.205612655408
1,142,-10.8080653342102,0.5,1835.76341927079,0.0342966287980234,54124.7359674558
632,142,-3.74825627243633,0.5,1835.76341927079,0.0342966287980234,54124.7359674558
1,143,-11.0922046576371,0.6,10.3362673922911,0.128068406387061,3379.43040409422
64,143,1.1563459532532,0.6,10.3362673922911,0.128068406387061,3379.43040409422
65,143,0.0360622719592955,0.6,10.3362673922911,0.128068406387061,3379.43040409422
99,143,-1.82936408849336,0.6,10.3362673922911,0.128068406387061,3379.43040409422
124,143,-11.6324836218456,0.6,10.3362673922911,0.128068406387061,3379.43040409422
150,143,-177.144021755074,0.6,10.3362673922911,0.128068406387061,3379.43040409422
154,143,-1962.95340479193,0.6,10.3362673922911,0.128068406387061,3379.43040409422
434,143,-1087.20150711362,0.6,10.3362673922911,0.128068406387061,3379.43040409422
507,143,469.106262214273,0.6,10.3362673922911,0.128068406387061,3379.43040409422
551,143,34.6815145131923,0.6,10.3362673922911,0.128068406387061,3379.43040409422
574,143,275.96453274638,0.6,10.3362673922911,0.128068406387061,3379.43040409422
597,143,41.2381726920628,0.6,10.3362673922911,0.128068406387061,3379.43040409422
616,143,61.1767262825881,0.6,10.3362673922911,0.128068406387061,3379.43040409422
632,143,1.41323758531447,0.6,10.3362673922911,0.128068406387061,3379.43040409422
1,144,-12.0755087529645,0.5,13.0030940779365,0.0717079199801562,1272.74802087423
632,144,8.05271611783381,0.5,13.0030940779365,0.0717079199801562,1272.74802087423
1,145,-11.4888953534645,0.8,9.19539903722418,0.0199376989507034,6753.89575379406
320,145,-68.8857710901312,0.8,9.19539903722418,0.0199376989507034,6753.89575379406
323,145,-44.3527738593907,0.8,9.19539903722418,0.0199376989507034,6753.89575379406
420,145,-1381.18800091913,0.8,9.19539903722418,0.0199376989507034,6753.89575379406
632,145,6.40196271679832,0.8,9.19539903722418,0.0199376989507034,6753.89575379406
1,146,-11.7360328635541,0.5,8.50690789645597,0.0163742877695936,1342.5533455822
632,146,4.90328448487121,0.5,8.50690789645597,0.0163742877695936,1342.5533455822
1,147,-11.4309245435056,0.5,16.003538064084,0.00443253862103772,1175.69645208798
632,147,2.36632678911095,0.5,16.003538064084,0.00443253862103772,1175.69645208798
1,148,-10.9911377642585,0.5,72.8776468421787,0.0016553099882757,3713.75357482286
632,148,-1.26657581749782,0.5,72.8776468421787,0.0016553099882757,3713.75357482286
1,149,-11.1420377494862,0.5,21.0864484432054,0.0251946267211321,1504.6591812146
632,149,3.88763462826043,0.5,21.0864484432054,0.0251946267211321,1504.6591812146
1,150,-11.0585670153588,0.5,17.0855892472882,0.01474642911028,1421.99315588457
632,150,2.77423869440146,0.5,17.0855892472882,0.01474642911028,1421.99315588457
1,151,-11.9623411555439,0.5,29.5842762571122,0.124693500826148,1100.14425484568
632,151,6.40064635663005,0.5,29.5842762571122,0.124693500826148,1100.14425484568
1,152,-11.8922141190309,0.5,31.7665615161787,0.100754324859324,1256.79968423003
632,152,5.72093655426391,0.5,31.7665615161787,0.100754324859324,1256.79968423003
1,153,-13.0321491662851,0.8,16.1342753752858,0.971954831022446,2958.23456706056
23,153,2916.27663989376,0.8,16.1342753752858,0.971954831022446,2958.23456706056
26,153,64.2709842603662,0.8,16.1342753752858,0.971954831022446,2958.23456706056
60,153,11.8519879182448,0.8,16.1342753752858,0.971954831022446,2958.23456706056
88,153,-178.856154907206,0.8,16.1342753752858,0.971954831022446,2958.23456706056
89,153,1973.03852182628,0.8,16.1342753752858,0.971954831022446,2958.23456706056
136,153,4.73293576666065,0.8,16.1342753752858,0.971954831022446,2958.23456706056
154,153,-72.6974944060437,0.8,16.1342753752858,0.971954831022446,2958.23456706056
160,153,-14.1192552271832,0.8,16.1342753752858,0.971954831022446,2958.23456706056
161,153,-6.25192773995995,0.8,16.1342753752858,0.971954831022446,2958.23456706056
177,153,-841.916285509374,0.8,16.1342753752858,0.971954831022446,2958.23456706056
184,153,-1540.65202840472,0.8,16.1342753752858,0.971954831022446,2958.23456706056
188,153,131.19826032633,0.8,16.1342753752858,0.971954831022446,2958.23456706056
213,153,-167.583593518496,0.8,16.1342753752858,0.971954831022446,2958.23456706056
234,153,0.0937950920622475,0.8,16.1342753752858,0.971954831022446,2958.23456706056
235,153,0.623632076467068,0.8,16.1342753752858,0.971954831022446,2958.23456706056
264,153,628.058132003785,0.8,16.1342753752858,0.971954831022446,2958.23456706056
341,153,77.2014166471477,0.8,16.1342753752858,0.971954831022446,2958.23456706056
352,153,43.2606352095355,0.8,16.1342753752858,0.971954831022446,2958.23456706056
431,153,7.93764833366735,0.8,16.1342753752858,0.971954831022446,2958.23456706056
526,153,-199.172958089363,0.8,16.1342753752858,0.971954831022446,2958.23456706056
548,153,437.397071997187,0.8,16.1342753752858,0.971954831022446,2958.23456706056
578,153,388.666099004197,0.8,16.1342753752858,0.971954831022446,2958.23456706056
616,153,55.4518113315737,0.8,16.1342753752858,0.971954831022446,2958.23456706056
632,153,0.516980088639949,0.8,16.1342753752858,0.971954831022446,2958.23456706056
1,154,-10.7200532579647,0.5,1977.53678510995,0.0109836016136497,77821.3864207397
632,154,-5.52343947655627,0.5,1977.53678510995,0.0109836016136497,77821.3864207397
1,155,-14.4854660838443,0.9,0.899492049988644,0.86165531149449,576.637645557084
23,155,903.859716181568,0.9,0.899492049988644,0.86165531149449,576.637645557084
88,155,-90.8976888047155,0.9,0.899492049988644,0.86165531149449,576.637645557084
89,155,2775.12544901177,0.9,0.899492049988644,0.86165531149449,576.637645557084
102,155,-45.8463879055586,0.9,0.899492049988644,0.86165531149449,576.637645557084
177,155,-77.8203887105167,0.9,0.899492049988644,0.86165531149449,576.637645557084
189,155,-1392.42274316121,0.9,0.899492049988644,0.86165531149449,576.637645557084
251,155,434.379479200311,0.9,0.899492049988644,0.86165531149449,576.637645557084
511,155,-362.596801310385,0.9,0.899492049988644,0.86165531149449,576.637645557084
526,155,-6.83168578359307,0.9,0.899492049988644,0.86165531149449,576.637645557084
548,155,792.180355644818,0.9,0.899492049988644,0.86165531149449,576.637645557084
565,155,-18.7792491294556,0.9,0.899492049988644,0.86165531149449,576.637645557084
632,155,7.33289548698608,0.9,0.899492049988644,0.86165531149449,576.637645557084
1,156,-11.2715957536748,0.5,782.533759867454,0.0198978957385386,14526.7242276167
632,156,2.88145983819346,0.5,782.533759867454,0.0198978957385386,14526.7242276167
1,157,-11.5335923129613,0.5,16.5281710607197,0.221498697328499,542.929342719072
288,157,-17.4430580254548,0.5,16.5281710607197,0.221498697328499,542.929342719072
451,157,-2.78388071079595,0.5,16.5281710607197,0.221498697328499,542.929342719072
483,157,-24.6194062988954,0.5,16.5281710607197,0.221498697328499,542.929342719072
612,157,-14.5364185759343,0.5,16.5281710607197,0.221498697328499,542.929342719072
632,157,6.63825608601904,0.5,16.5281710607197,0.221498697328499,542.929342719072
1,158,-11.3328154356651,0.9,81.0619264681834,0.0420968813411819,16592.2180840568
45,158,-223.019201696016,0.9,81.0619264681834,0.0420968813411819,16592.2180840568
178,158,-4.74279032611501,0.9,81.0619264681834,0.0420968813411819,16592.2180840568
283,158,637.080053522523,0.9,81.0619264681834,0.0420968813411819,16592.2180840568
632,158,3.85689025629949,0.9,81.0619264681834,0.0420968813411819,16592.2180840568
1,159,-11.310387112892,0.5,18.2992564060228,0.00215663608808061,2928.00588163825
632,159,1.46819224413086,0.5,18.2992564060228,0.00215663608808061,2928.00588163825
1,160,-16.2297113668357,0.8,0.289663257951608,0.99865167299342,167.609844932488
23,160,2894.37541070689,0.8,0.289663257951608,0.99865167299342,167.609844932488
60,160,14.0344197047463,0.8,0.289663257951608,0.99865167299342,167.609844932488
72,160,-3.3306944838851,0.8,0.289663257951608,0.99865167299342,167.609844932488
87,160,2605.4988050955,0.8,0.289663257951608,0.99865167299342,167.609844932488
89,160,1839.41181637979,0.8,0.289663257951608,0.99865167299342,167.609844932488
119,160,2393.10213693792,0.8,0.289663257951608,0.99865167299342,167.609844932488
134,160,1829.31090023331,0.8,0.289663257951608,0.99865167299342,167.609844932488
136,160,69.8281405397438,0.8,0.289663257951608,0.99865167299342,167.609844932488
141,160,-28.4276877803065,0.8,0.289663257951608,0.99865167299342,167.609844932488
154,160,-5174.62504825541,0.8,0.289663257951608,0.99865167299342,167.609844932488
156,160,-445.779213966068,0.8,0.289663257951608,0.99865167299342,167.609844932488
169,160,-1085.85048179803,0.8,0.289663257951608,0.99865167299342,167.609844932488
213,160,-886.564871838978,0.8,0.289663257951608,0.99865167299342,167.609844932488
215,160,-586.075568222559,0.8,0.289663257951608,0.99865167299342,167.609844932488
222,160,-881.317534369792,0.8,0.289663257951608,0.99865167299342,167.609844932488
234,160,2.31450143412423,0.8,0.289663257951608,0.99865167299342,167.609844932488
242,160,1.70842560715427,0.8,0.289663257951608,0.99865167299342,167.609844932488
251,160,854.928229504371,0.8,0.289663257951608,0.99865167299342,167.609844932488
282,160,287.45527291541,0.8,0.289663257951608,0.99865167299342,167.609844932488
295,160,240.800953276506,0.8,0.289663257951608,0.99865167299342,167.609844932488
307,160,-214.779377049103,0.8,0.289663257951608,0.99865167299342,167.609844932488
339,160,-201.616160369851,0.8,0.289663257951608,0.99865167299342,167.609844932488
364,160,-1255.59652751506,0.8,0.289663257951608,0.99865167299342,167.609844932488
371,160,-758.949971565601,0.8,0.289663257951608,0.99865167299342,167.609844932488
375,160,-776.594858154299,0.8,0.289663257951608,0.99865167299342,167.609844932488
395,160,1808.72713713883,0.8,0.289663257951608,0.99865167299342,167.609844932488
418,160,-298.244262988587,0.8,0.289663257951608,0.99865167299342,167.609844932488
432,160,422.866724722809,0.8,0.289663257951608,0.99865167299342,167.609844932488
441,160,-1223.43548403147,0.8,0.289663257951608,0.99865167299342,167.609844932488
471,160,-881.909467615892,0.8,0.289663257951608,0.99865167299342,167.609844932488
472,160,164.390665741979,0.8,0.289663257951608,0.99865167299342,167.609844932488
548,160,2013.18920647962,0.8,0.289663257951608,0.99865167299342,167.609844932488
566,160,141.951252917458,0.8,0.289663257951608,0.99865167299342,167.609844932488
574,160,1582.146286049,0.8,0.289663257951608,0.99865167299342,167.609844932488
575,160,66.655949349691,0.8,0.289663257951608,0.99865167299342,167.609844932488
580,160,2516.38982193254,0.8,0.289663257951608,0.99865167299342,167.609844932488
585,160,10.0828079845263,0.8,0.289663257951608,0.99865167299342,167.609844932488
632,160,5.18814468164672,0.8,0.289663257951608,0.99865167299342,167.609844932488
1,161,-10.8528800521537,0.5,17.5967972316722,0.000702851929264593,4484.01953673754
632,161,-1.34732395128745,0.5,17.5967972316722,0.000702851929264593,4484.01953673754
1,162,-10.4661401514848,0.5,30.34653597898,0.00248797181470235,1556.64863615662
632,162,-1.05519005447412,0.5,30.34653597898,0.00248797181470235,1556.64863615662
1,163,-11.2536440111913,1,4.91918982549328,0.0397849067804332,2554.39405244637
584,163,763.443227173238,1,4.91918982549328,0.0397849067804332,2554.39405244637
632,163,0.796454885854478,1,4.91918982549328,0.0397849067804332,2554.39405244637
1,164,-11.300456917987,0.9,3.84693948292541,0.978878121580006,450.800948344299
30,164,464.534601360848,0.9,3.84693948292541,0.978878121580006,450.800948344299
44,164,0.0487034282715523,0.9,3.84693948292541,0.978878121580006,450.800948344299
55,164,560.43142609243,0.9,3.84693948292541,0.978878121580006,450.800948344299
62,164,-27.3120963590227,0.9,3.84693948292541,0.978878121580006,450.800948344299
98,164,-152.262463698051,0.9,3.84693948292541,0.978878121580006,450.800948344299
102,164,-23.5913341905912,0.9,3.84693948292541,0.978878121580006,450.800948344299
141,164,-37.7473313962521,0.9,3.84693948292541,0.978878121580006,450.800948344299
169,164,-1999.15183352089,0.9,3.84693948292541,0.978878121580006,450.800948344299
171,164,-138.347937631532,0.9,3.84693948292541,0.978878121580006,450.800948344299
193,164,-708.576913408325,0.9,3.84693948292541,0.978878121580006,450.800948344299
229,164,847.1895574015,0.9,3.84693948292541,0.978878121580006,450.800948344299
242,164,404.67615491012,0.9,3.84693948292541,0.978878121580006,450.800948344299
392,164,378.987503370252,0.9,3.84693948292541,0.978878121580006,450.800948344299
399,164,389.864035645369,0.9,3.84693948292541,0.978878121580006,450.800948344299
420,164,-1748.72802508762,0.9,3.84693948292541,0.978878121580006,450.800948344299
456,164,1530.34092521943,0.9,3.84693948292541,0.978878121580006,450.800948344299
474,164,-400.035571735935,0.9,3.84693948292541,0.978878121580006,450.800948344299
524,164,308.802043470868,0.9,3.84693948292541,0.978878121580006,450.800948344299
554,164,-30.0252492657076,0.9,3.84693948292541,0.978878121580006,450.800948344299
590,164,40.1121875050832,0.9,3.84693948292541,0.978878121580006,450.800948344299
632,164,13.6013797677796,0.9,3.84693948292541,0.978878121580006,450.800948344299
1,165,-12.2526223421504,0.5,27.7555867759903,0.198847329192893,683.508676163622
632,165,7.19561305071877,0.5,27.7555867759903,0.198847329192893,683.508676163622
1,166,-11.8486039628593,0.5,14.8427543599817,0.0968255197902516,948.211740805586
632,166,7.1920234502325,0.5,14.8427543599817,0.0968255197902516,948.211740805586
1,167,-11.611282506337,1,15.7421719535757,0.345408167073068,2343.66450341137
411,167,-2936.29780483453,1,15.7421719535757,0.345408167073068,2343.66450341137
450,167,-300.602457162565,1,15.7421719535757,0.345408167073068,2343.66450341137
575,167,31.5684625206342,1,15.7421719535757,0.345408167073068,2343.66450341137
586,167,212.925597633636,1,15.7421719535757,0.345408167073068,2343.66450341137
620,167,169.787009428641,1,15.7421719535757,0.345408167073068,2343.66450341137
632,167,8.10057217388425,1,15.7421719535757,0.345408167073068,2343.66450341137
1,168,-11.9073504064381,0.7,3.39631630359433,0.217923878693399,766.397822451641
73,168,9.16036799966432,0.7,3.39631630359433,0.217923878693399,766.397822451641
75,168,12.0197808169653,0.7,3.39631630359433,0.217923878693399,766.397822451641
134,168,1054.24716664497,0.7,3.39631630359433,0.217923878693399,766.397822451641
140,168,238.372197391255,0.7,3.39631630359433,0.217923878693399,766.397822451641
143,168,1841.8347002192,0.7,3.39631630359433,0.217923878693399,766.397822451641
196,168,-575.661972766019,0.7,3.39631630359433,0.217923878693399,766.397822451641
222,168,-733.706675528537,0.7,3.39631630359433,0.217923878693399,766.397822451641
570,168,-268.538194132554,0.7,3.39631630359433,0.217923878693399,766.397822451641
632,168,6.73317223327123,0.7,3.39631630359433,0.217923878693399,766.397822451641
1,169,-10.9641773221908,0.5,116.450832736973,0.00844189759884305,3670.87973701254
632,169,-1.76670843753903,0.5,116.450832736973,0.00844189759884305,3670.87973701254
1,170,-10.8637258873154,0.7,16.8667360817314,0.0793601769287597,3314.40490759909
177,170,-773.514204019992,0.7,16.8667360817314,0.0793601769287597,3314.40490759909
320,170,-91.9523645362589,0.7,16.8667360817314,0.0793601769287597,3314.40490759909
323,170,-87.4909734360115,0.7,16.8667360817314,0.0793601769287597,3314.40490759909
632,170,2.87456840471163,0.7,16.8667360817314,0.0793601769287597,3314.40490759909
1,171,-11.0442520501916,0.5,2.19669810029796,0.81198359933461,641.712341522975
9,171,-43.4216830820862,0.5,2.19669810029796,0.81198359933461,641.712341522975
17,171,-60.9351438082391,0.5,2.19669810029796,0.81198359933461,641.712341522975
26,171,-107.78286897854,0.5,2.19669810029796,0.81198359933461,641.712341522975
45,171,-1130.86701504012,0.5,2.19669810029796,0.81198359933461,641.712341522975
55,171,354.513449434027,0.5,2.19669810029796,0.81198359933461,641.712341522975
86,171,122.375747408403,0.5,2.19669810029796,0.81198359933461,641.712341522975
94,171,12.6354363523367,0.5,2.19669810029796,0.81198359933461,641.712341522975
126,171,675.553043233859,0.5,2.19669810029796,0.81198359933461,641.712341522975
140,171,189.508822801308,0.5,2.19669810029796,0.81198359933461,641.712341522975
169,171,-993.00216557225,0.5,2.19669810029796,0.81198359933461,641.712341522975
172,171,-1184.08934067859,0.5,2.19669810029796,0.81198359933461,641.712341522975
178,171,-549.977561410683,0.5,2.19669810029796,0.81198359933461,641.712341522975
181,171,-670.202227679627,0.5,2.19669810029796,0.81198359933461,641.712341522975
182,171,-1012.18249016647,0.5,2.19669810029796,0.81198359933461,641.712341522975
213,171,-897.169051301261,0.5,2.19669810029796,0.81198359933461,641.712341522975
217,171,-24.7347145094087,0.5,2.19669810029796,0.81198359933461,641.712341522975
222,171,-625.181062093499,0.5,2.19669810029796,0.81198359933461,641.712341522975
278,171,21.6019179753181,0.5,2.19669810029796,0.81198359933461,641.712341522975
296,171,127.474643661608,0.5,2.19669810029796,0.81198359933461,641.712341522975
335,171,-23.0053981173162,0.5,2.19669810029796,0.81198359933461,641.712341522975
366,171,-329.665021096177,0.5,2.19669810029796,0.81198359933461,641.712341522975
388,171,-1955.19668606646,0.5,2.19669810029796,0.81198359933461,641.712341522975
450,171,-668.722591860785,0.5,2.19669810029796,0.81198359933461,641.712341522975
480,171,1812.45514070654,0.5,2.19669810029796,0.81198359933461,641.712341522975
554,171,-37.3032330256262,0.5,2.19669810029796,0.81198359933461,641.712341522975
570,171,-31.5607480518043,0.5,2.19669810029796,0.81198359933461,641.712341522975
632,171,8.99518772275794,0.5,2.19669810029796,0.81198359933461,641.712341522975
1,172,-11.2008478477562,0.5,86.3521385380716,0.00626329778771336,4319.66766315596
450,172,-89.8842483997264,0.5,86.3521385380716,0.00626329778771336,4319.66766315596
632,172,0.735884185416597,0.5,86.3521385380716,0.00626329778771336,4319.66766315596
1,173,-11.5423143734555,1,0.802362854131215,0.580577473108516,495.760899341559
10,173,-86.9911596658491,1,0.802362854131215,0.580577473108516,495.760899341559
64,173,14.8793589672775,1,0.802362854131215,0.580577473108516,495.760899341559
96,173,111.935317145942,1,0.802362854131215,0.580577473108516,495.760899341559
106,173,442.838971034388,1,0.802362854131215,0.580577473108516,495.760899341559
129,173,53.0878113370715,1,0.802362854131215,0.580577473108516,495.760899341559
141,173,-15.7267084764793,1,0.802362854131215,0.580577473108516,495.760899341559
183,173,-150.232237291513,1,0.802362854131215,0.580577473108516,495.760899341559
206,173,-256.581706252263,1,0.802362854131215,0.580577473108516,495.760899341559
283,173,55.6744414427118,1,0.802362854131215,0.580577473108516,495.760899341559
316,173,-40.5393600246691,1,0.802362854131215,0.580577473108516,495.760899341559
319,173,-189.149633960669,1,0.802362854131215,0.580577473108516,495.760899341559
356,173,-1760.26911538529,1,0.802362854131215,0.580577473108516,495.760899341559
386,173,-19.6795196402335,1,0.802362854131215,0.580577473108516,495.760899341559
393,173,-437.762696185552,1,0.802362854131215,0.580577473108516,495.760899341559
414,173,-240.860738752364,1,0.802362854131215,0.580577473108516,495.760899341559
632,173,6.16529324432343,1,0.802362854131215,0.580577473108516,495.760899341559
1,174,-11.155331455724,1,11.1806439797807,0.169061573899024,1503.47357382002
29,174,-528.115488006972,1,11.1806439797807,0.169061573899024,1503.47357382002
181,174,-1665.06712668552,1,11.1806439797807,0.169061573899024,1503.47357382002
632,174,4.18588018580795,1,11.1806439797807,0.169061573899024,1503.47357382002
1,175,-11.9576519524024,0.9,1.39682229678677,0.520993534315696,815.341694186567
29,175,-1841.1067510419,0.9,1.39682229678677,0.520993534315696,815.341694186567
45,175,-281.485906766266,0.9,1.39682229678677,0.520993534315696,815.341694186567
55,175,299.420951451716,0.9,1.39682229678677,0.520993534315696,815.341694186567
63,175,281.015190019118,0.9,1.39682229678677,0.520993534315696,815.341694186567
126,175,3231.3052194751,0.9,1.39682229678677,0.520993534315696,815.341694186567
129,175,922.486299689116,0.9,1.39682229678677,0.520993534315696,815.341694186567
134,175,808.606066892371,0.9,1.39682229678677,0.520993534315696,815.341694186567
182,175,-1826.13677270012,0.9,1.39682229678677,0.520993534315696,815.341694186567
288,175,187.240365743985,0.9,1.39682229678677,0.520993534315696,815.341694186567
441,175,-1691.52351793363,0.9,1.39682229678677,0.520993534315696,815.341694186567
450,175,-1209.01272846354,0.9,1.39682229678677,0.520993534315696,815.341694186567
451,175,32.939000616374,0.9,1.39682229678677,0.520993534315696,815.341694186567
632,175,4.63615778846427,0.9,1.39682229678677,0.520993534315696,815.341694186567
1,176,-12.0000680775239,0.5,40.0751859220434,0.112849899316112,1270.72861362607
632,176,7.07993969782311,0.5,40.0751859220434,0.112849899316112,1270.72861362607
1,177,-11.6915034999451,0.5,14.5106915503266,0.0520730641483302,615.493908689127
632,177,4.12255266810978,0.5,14.5106915503266,0.0520730641483302,615.493908689127
1,178,-11.9449524974283,1,1.16462459832141,0.204894781049889,696.218425646812
55,178,237.9803226404,1,1.16462459832141,0.204894781049889,696.218425646812
89,178,523.278582103915,1,1.16462459832141,0.204894781049889,696.218425646812
213,178,-1230.52410833515,1,1.16462459832141,0.204894781049889,696.218425646812
450,178,-1620.55113768279,1,1.16462459832141,0.204894781049889,696.218425646812
632,178,6.02778718934982,1,1.16462459832141,0.204894781049889,696.218425646812
1,179,-12.3524605644,0.9,7.48076438067459,0.0711134645696887,3245.4904238837
45,179,-495.969596205617,0.9,7.48076438067459,0.0711134645696887,3245.4904238837
152,179,946.007343116229,0.9,7.48076438067459,0.0711134645696887,3245.4904238837
632,179,11.3712634788065,0.9,7.48076438067459,0.0711134645696887,3245.4904238837
1,180,-11.8638785374976,0.5,15.1344505237659,0.0122213693390108,3482.71710664533
632,180,5.49249246499436,0.5,15.1344505237659,0.0122213693390108,3482.71710664533
1,181,-10.5120644698628,0.5,3.02592822265584,0.395381255221318,1486.72237923732
26,181,-224.339359211975,0.5,3.02592822265584,0.395381255221318,1486.72237923732
27,181,-178.573898157879,0.5,3.02592822265584,0.395381255221318,1486.72237923732
28,181,-195.831804549987,0.5,3.02592822265584,0.395381255221318,1486.72237923732
29,181,-511.442952109856,0.5,3.02592822265584,0.395381255221318,1486.72237923732
45,181,-329.858643101835,0.5,3.02592822265584,0.395381255221318,1486.72237923732
55,181,57.6681959952329,0.5,3.02592822265584,0.395381255221318,1486.72237923732
73,181,8.64955514640864,0.5,3.02592822265584,0.395381255221318,1486.72237923732
75,181,13.4695640241141,0.5,3.02592822265584,0.395381255221318,1486.72237923732
81,181,54.4202610125953,0.5,3.02592822265584,0.395381255221318,1486.72237923732
86,181,99.9561605656804,0.5,3.02592822265584,0.395381255221318,1486.72237923732
106,181,29.8319482859831,0.5,3.02592822265584,0.395381255221318,1486.72237923732
126,181,3072.4961217693,0.5,3.02592822265584,0.395381255221318,1486.72237923732
169,181,-36.0796419759177,0.5,3.02592822265584,0.395381255221318,1486.72237923732
172,181,-1255.44505715915,0.5,3.02592822265584,0.395381255221318,1486.72237923732
178,181,-595.127280788698,0.5,3.02592822265584,0.395381255221318,1486.72237923732
182,181,-1267.10343854871,0.5,3.02592822265584,0.395381255221318,1486.72237923732
188,181,-640.237877659161,0.5,3.02592822265584,0.395381255221318,1486.72237923732
198,181,-82.6576116750593,0.5,3.02592822265584,0.395381255221318,1486.72237923732
231,181,-98.6186321735701,0.5,3.02592822265584,0.395381255221318,1486.72237923732
280,181,1.21815431202628,0.5,3.02592822265584,0.395381255221318,1486.72237923732
296,181,13.725868083002,0.5,3.02592822265584,0.395381255221318,1486.72237923732
330,181,-6.50946854148122,0.5,3.02592822265584,0.395381255221318,1486.72237923732
450,181,-598.844440946921,0.5,3.02592822265584,0.395381255221318,1486.72237923732
632,181,2.40160774225611,0.5,3.02592822265584,0.395381255221318,1486.72237923732
1,182,-10.7815544279941,0.5,29.7883395885759,0.00106727462607978,3114.58417875624
632,182,-1.55281601032508,0.5,29.7883395885759,0.00106727462607978,3114.58417875624
1,183,-10.9908122962951,0.5,27.7275322274598,0.00274300155424615,995.356137674742
632,183,-1.34978565407246,0.5,27.7275322274598,0.00274300155424615,995.356137674742
1,184,-10.4076558850011,0.8,4.72782188171934,0.0456671012287645,2320.45113657968
191,184,-1840.0823108686,0.8,4.72782188171934,0.0456671012287645,2320.45113657968
526,184,-405.941504754316,0.8,4.72782188171934,0.0456671012287645,2320.45113657968
546,184,-243.024972902178,0.8,4.72782188171934,0.0456671012287645,2320.45113657968
632,184,1.07178663007898,0.8,4.72782188171934,0.0456671012287645,2320.45113657968
1,185,-12.0225033114614,0.5,35.0072121219492,0.033500704469026,4147.67412892285
632,185,7.14374634606194,0.5,35.0072121219492,0.033500704469026,4147.67412892285
1,186,-10.3198004748947,0.9,6.87040860110875,0.397609260524846,2825.52392283754
10,186,-124.931882632114,0.9,6.87040860110875,0.397609260524846,2825.52392283754
84,186,10.0272149957365,0.9,6.87040860110875,0.397609260524846,2825.52392283754
137,186,13.4838584399014,0.9,6.87040860110875,0.397609260524846,2825.52392283754
169,186,-861.038621533393,0.9,6.87040860110875,0.397609260524846,2825.52392283754
332,186,9.39136388283198,0.9,6.87040860110875,0.397609260524846,2825.52392283754
335,186,-156.313100915994,0.9,6.87040860110875,0.397609260524846,2825.52392283754
339,186,-700.05766725994,0.9,6.87040860110875,0.397609260524846,2825.52392283754
348,186,88.736083472634,0.9,6.87040860110875,0.397609260524846,2825.52392283754
378,186,-1389.65225998486,0.9,6.87040860110875,0.397609260524846,2825.52392283754
450,186,-302.586411660332,0.9,6.87040860110875,0.397609260524846,2825.52392283754
468,186,12.0961826641726,0.9,6.87040860110875,0.397609260524846,2825.52392283754
570,186,-1034.89924560344,0.9,6.87040860110875,0.397609260524846,2825.52392283754
632,186,1.48147994360843,0.9,6.87040860110875,0.397609260524846,2825.52392283754
1,187,-11.282077620873,0.7,6.15034272051164,0.0217108953711038,1564.20603313713
32,187,-903.773832621116,0.7,6.15034272051164,0.0217108953711038,1564.20603313713
450,187,-481.972147578558,0.7,6.15034272051164,0.0217108953711038,1564.20603313713
632,187,1.49185460191213,0.7,6.15034272051164,0.0217108953711038,1564.20603313713
1,188,-12.1221881139333,0.5,73.8360757993007,0.060786160716621,6142.10723692814
632,188,8.22866679889106,0.5,73.8360757993007,0.060786160716621,6142.10723692814
1,189,-11.193260103469,0.5,22.4587547190947,3.01089262764387e-05,3521.5268342474
632,189,0.195343636661326,0.5,22.4587547190947,3.01089262764387e-05,3521.5268342474
1,190,-10.7595092206042,0.5,137.539465894762,0.0971184974488013,3343.81287706316
588,190,-228.900508295674,0.5,137.539465894762,0.0971184974488013,3343.81287706316
596,190,-0.106864750707936,0.5,137.539465894762,0.0971184974488013,3343.81287706316
601,190,-20.361375894994,0.5,137.539465894762,0.0971184974488013,3343.81287706316
632,190,2.35492269706794,0.5,137.539465894762,0.0971184974488013,3343.81287706316
1,191,-11.2932865199922,0.8,0.653535814675063,0.894811530975859,574.41715138567
27,191,-82.7017617280204,0.8,0.653535814675063,0.894811530975859,574.41715138567
29,191,-3944.7429417694,0.8,0.653535814675063,0.894811530975859,574.41715138567
37,191,696.450732669264,0.8,0.653535814675063,0.894811530975859,574.41715138567
38,191,4272.20268984645,0.8,0.653535814675063,0.894811530975859,574.41715138567
45,191,-658.218981629791,0.8,0.653535814675063,0.894811530975859,574.41715138567
83,191,354.37989389833,0.8,0.653535814675063,0.894811530975859,574.41715138567
89,191,973.89854295048,0.8,0.653535814675063,0.894811530975859,574.41715138567
126,191,643.814239114583,0.8,0.653535814675063,0.894811530975859,574.41715138567
141,191,-20.8429644659585,0.8,0.653535814675063,0.894811530975859,574.41715138567
178,191,-293.975973792555,0.8,0.653535814675063,0.894811530975859,574.41715138567
182,191,-1786.27497025227,0.8,0.653535814675063,0.894811530975859,574.41715138567
212,191,-215.676735614169,0.8,0.653535814675063,0.894811530975859,574.41715138567
236,191,-12.5732840227891,0.8,0.653535814675063,0.894811530975859,574.41715138567
282,191,4082.8978518256,0.8,0.653535814675063,0.894811530975859,574.41715138567
299,191,3.15623583221672,0.8,0.653535814675063,0.894811530975859,574.41715138567
